Country,Category,Product Name,Sales,Quantity
Brazil,Technology,Motorola HK250 Universal Bluetooth Headset,36.784,2
Chile,Technology,Penpower WorldCard Pro Card Scanner,91.475,1
South Africa,Technology,Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.192,3
South Africa,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.06,5
Argentina,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.6,3
Egypt,Technology,iOttie HLCRIO102 Car Mount,15.992,1
South Africa,Office Supplies,Southworth 100% Cotton The Best Paper,34.44,3
Chile,Technology,RCA Visys Integrated PBX 8-Line Router,321.552,6
Brazil,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2
Australia,Office Supplies,Zebra Zazzle Fluorescent Highlighters,19.456,4
Nigeria,Office Supplies,Avery 492,17.28,6
Argentina,Furniture,Tenex Chairmats For Use With Carpeted Floors,31.96,2
Brazil,Office Supplies,GBC Prestige Therm-A-Bind Covers,164.688,6
Argentina,Furniture,Balt Split Level Computer Training Table,166.5,2
Chile,Office Supplies,Xerox 202,12.96,2
New Zealand,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2
Chile,Technology,Anker Astro 15000mAh USB Portable Charger,99.98,2
Egypt,Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings,11.424,1
Brazil,Furniture,Harbour Creations 67200 Series Stacking Chairs,128.124,2
Chile,Furniture,"Career Cubicle Clock, 8 1/4"", Black",101.4,5
New Zealand,Office Supplies,Avery 501,5.904,2
Nigeria,Office Supplies,Xerox 1988,173.488,7
New Zealand,Furniture,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",51.56,2
South Africa,Office Supplies,Storex Dura Pro Binders,3.564,3
Brazil,Office Supplies,Acco Hot Clips Clips to Go,13.16,5
Brazil,Office Supplies,Avery Heavy-Duty EZD View Binder with Locking Rings,3.828,3
Chile,Office Supplies,Ibico Hi-Tech Manual Binding System,304.99,5
New Zealand,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2
Australia,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,319.984,2
Brazil,Office Supplies,Crayola Colored Pencils,19.68,6
Chile,Furniture,Sauder Camden County Collection Library,781.864,10
Egypt,Office Supplies,Xerox 1962,30.816,9
Brazil,Furniture,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",673.344,3
Australia,Office Supplies,Stockwell Push Pins,6.54,3
Argentina,Technology,Wilson Electronics DB Pro Signal Booster,572.8,2
Australia,Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",197.05,7
Australia,Office Supplies,GBC ProClick 150 Presentation Binding System,2022.272,8
Argentina,Office Supplies,Manco Dry-Lighter Erasable Highlighter,9.12,3
Australia,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,38.16,9
Argentina,Furniture,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1592.85,7
Chile,Office Supplies,Storex Dura Pro Binders,11.88,2
New Zealand,Technology,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120.0,6
Australia,Office Supplies,Staple holder,8.67,1
Chile,Office Supplies,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,1
New Zealand,Office Supplies,Easy-staple paper,167.94,3
New Zealand,Office Supplies,Strathmore Photo Mount Cards,67.8,10
New Zealand,Furniture,Nu-Dell Float Frame 11 x 14 1/2,26.94,3
Brazil,Furniture,Dana Swing-Arm Lamps,32.04,3
Egypt,Office Supplies,Barrel Sharpener,32.13,9
Nigeria,Office Supplies,Newell 32,2.88,1
Nigeria,Technology,Motorola L703CM,1091.93,7
South Africa,Office Supplies,Xerox 1908,111.96,2
Argentina,Office Supplies,Stanley Contemporary Battery Pencil Sharpeners,26.7,2
Nigeria,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,5
Argentina,Office Supplies,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89,3
Nigeria,Office Supplies,Space Solutions HD Industrial Steel Shelving.,689.82,6
Brazil,Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",38.34,9
Chile,Office Supplies,GBC VeloBind Cover Sets,9.264,3
Brazil,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",204.6664,1
Nigeria,Technology,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1649.75,5
Argentina,Office Supplies,Xerox 1887,91.056,6
New Zealand,Office Supplies,Staples in misc. colors,54.208,14
New Zealand,Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",26.982,3
South Africa,Office Supplies,Avery 474,6.912,3
New Zealand,Office Supplies,Adjustable Depth Letter/Legal Cart,435.504,3
Argentina,Office Supplies,Fellowes Mighty 8 Compact Surge Protector,81.08,4
Nigeria,Office Supplies,Safco Commercial Shelving,93.02,2
South Africa,Technology,RCA ViSYS 25425RE1 Corded phone,323.976,3
South Africa,Office Supplies,Xerox 229,15.552,3
Australia,Office Supplies,"Rogers Jumbo File, Granite",32.592,3
Australia,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5
Brazil,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,5
Nigeria,Technology,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,31.176,3
New Zealand,Office Supplies,GBC VeloBinder Manual Binding System,172.752,6
Australia,Office Supplies,Fellowes Black Plastic Comb Bindings,9.296,2
Nigeria,Office Supplies,Iris Project Case,12.768,2
Brazil,Office Supplies,Easy-staple paper,52.76,2
Chile,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",55.616,2
South Africa,Furniture,"Metal Folding Chairs, Beige, 4/Carton",427.644,14
New Zealand,Office Supplies,"Advantus Push Pins, Aluminum Head",40.67,7
New Zealand,Office Supplies,Rogers Profile Extra Capacity Storage Tub,33.48,2
Chile,Office Supplies,Prestige Round Ring Binders,9.728,2
Argentina,Furniture,"Eldon Expressions Wood Desk Accessories, Oak",8.856,3
Brazil,Furniture,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",477.666,2
Nigeria,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,16.9,5
New Zealand,Office Supplies,Xerox 191,39.96,2
New Zealand,Furniture,Global Chrome Stack Chair,191.968,7
Australia,Office Supplies,Avery 505,35.52,3
Nigeria,Office Supplies,Avery Hole Reinforcements,6.23,5
South Africa,Office Supplies,Xerox 1906,56.704,2
Nigeria,Furniture,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,369.1992,3
New Zealand,Technology,Maxell 4.7GB DVD+R 5/Pack,1.98,2
Chile,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2
Brazil,Office Supplies,Xerox 1900,6.848,2
Egypt,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,4.626,2
Australia,Office Supplies,Harmony Air Purifier,453.6,3
Chile,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,13.848,3
New Zealand,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ,577.584,6
New Zealand,Technology,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96,4
Chile,Furniture,Aluminum Document Frame,68.432,7
New Zealand,Furniture,"Seth Thomas 13 1/2"" Wall Clock",71.12,5
New Zealand,Office Supplies,Staples,3.008,2
Chile,Office Supplies,Xerox 1935,184.66,7
Australia,Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,5.312,2
New Zealand,Technology,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,5
Egypt,Office Supplies,Tennsco Industrial Shelving,195.64,5
Nigeria,Furniture,"Computer Room Manger, 14""",51.968,2
New Zealand,Technology,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,3
South Africa,Technology,Cisco 8961 IP Phone Charcoal,224.937,3
New Zealand,Office Supplies,Avery 496,6.0,2
Australia,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2
South Africa,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1125.488,7
Australia,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,12.645,5
Argentina,Office Supplies,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.032,2
Australia,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,4
New Zealand,Office Supplies,Accohide Poly Flexible Ring Binders,6.732,6
Nigeria,Office Supplies,"Tennsco Lockers, Sand",33.568,2
South Africa,Office Supplies,#6 3/4 Gummed Flap White Envelopes,15.84,2
New Zealand,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,1
Chile,Office Supplies,Newell 347,17.12,5
Nigeria,Furniture,Ultra Door Pull Handle,31.56,3
Argentina,Furniture,Novimex Swivel Fabric Task Chair,105.686,1
Chile,Technology,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,2
Brazil,Furniture,"Global Stack Chair with Arms, Black",104.93,5
New Zealand,Technology,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3
South Africa,Office Supplies,Sensible Storage WireTech Storage Systems,70.98,1
South Africa,Office Supplies,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5
Egypt,Furniture,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5
Chile,Office Supplies,Ideal Clamps,9.648,6
South Africa,Furniture,DMI Eclipse Executive Suite Bookcases,400.784,1
Australia,Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black",53.72,4
Nigeria,Office Supplies,Xerox 1944,31.008,1
New Zealand,Office Supplies,Recycled Premium Regency Composition Covers,61.12,5
New Zealand,Office Supplies,Carina Media Storage Towers in Natural & Black,195.136,4
Egypt,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",121.536,4
South Africa,Office Supplies,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3
South Africa,Office Supplies,Avery Arch Ring Binders,104.58,9
Nigeria,Furniture,"Eldon Image Series Desk Accessories, Ebony",24.7,5
Brazil,Furniture,"Tenex Chairmat w/ Average Lip, 45"" x 53""",302.72,5
Brazil,Office Supplies,Xerox 1980,8.56,2
Brazil,Office Supplies,Xerox 1987,11.56,2
Argentina,Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3
Australia,Office Supplies,Ibico EB-19 Dual Function Manual Binding System,276.784,2
South Africa,Technology,Jensen SMPS-640 - speaker phone,110.352,3
Nigeria,Furniture,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3
Argentina,Office Supplies,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,35.208,1
New Zealand,Office Supplies,Xerox 1997,41.472,8
Nigeria,Office Supplies,Xerox 1886,239.5,5
Australia,Office Supplies,Acme Design Stainless Steel Bent Scissors,34.2,5
Brazil,Furniture,Hon 2111 Invitation Series Corner Table,376.866,3
Chile,Office Supplies,"Eureka Hand Vacuum, Bagless",197.72,4
Chile,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,70.72,4
Australia,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",194.352,3
Egypt,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",21.6,6
Argentina,Office Supplies,Avery 52,11.07,3
Egypt,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4
South Africa,Office Supplies,Avery 481,27.72,9
Nigeria,Office Supplies,Staples,11.68,4
Brazil,Technology,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2
New Zealand,Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,22.98,1
New Zealand,Technology,Belkin Standard 104 key USB Keyboard,102.13,7
New Zealand,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2033.584,2
Chile,Office Supplies,Newell 346,5.76,2
Egypt,Technology,Hewlett Packard 610 Color Digital Copier / Printer,899.982,3
Argentina,Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3
Australia,Technology,Logitech Media Keyboard K200,139.96,5
Argentina,Office Supplies,Hoover Commercial Lightweight Upright Vacuum,16.704,6
Egypt,Technology,Maxell CD-R Discs,3.152,2
Nigeria,Office Supplies,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4
Nigeria,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,21.392,2
Argentina,Furniture,Bevis Round Conference Table Top & Single Column Base,307.314,3
Chile,Furniture,O'Sullivan Plantations 2-Door Library in Landvery Oak,409.9992,3
Chile,Office Supplies,Xerox 1899,9.248,2
Chile,Office Supplies,UniKeep View Case Binders,14.67,3
South Africa,Office Supplies,Xerox 1923,37.408,7
Brazil,Office Supplies,Avery Metallic Poly Binders,3.438,2
South Africa,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,7.152,3
Australia,Technology,Jackery Bar Premium Fast-charging Portable Charger,179.7,6
Egypt,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",90.64,8
Argentina,Technology,WD My Passport Ultra 500GB Portable External Hard Drive,177.0,3
South Africa,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",79.45,7
Chile,Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628.82,9
Egypt,Furniture,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",137.54,2
South Africa,Furniture,"Lesro Round Back Collection Coffee Table, End Table",730.2,4
New Zealand,Office Supplies,Xerox 1899,11.56,2
Egypt,Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4297.644,13
New Zealand,Office Supplies,Newell Chalk Holder,20.65,5
Argentina,Office Supplies,"Contico 72""H Heavy-Duty Storage System",204.9,5
Nigeria,Furniture,Office Star - Task Chair with Contemporary Loop Arms,436.704,6
Chile,Furniture,"Global Leather and Oak Executive Chair, Black",481.568,2
Australia,Technology,Memorex Micro Travel Drive 16 GB,89.544,7
Brazil,Office Supplies,Rogers Deluxe File Chest,35.168,2
Egypt,Office Supplies,GBC VeloBinder Electric Binding Machine,72.588,2
Argentina,Office Supplies,Recycled Steel Personal File for Standard File Folders,221.16,4
Chile,Technology,Jabra SPEAK 410,281.97,3
Egypt,Furniture,DMI Eclipse Executive Suite Bookcases,3406.664,8
New Zealand,Office Supplies,Newell 31,37.17,9
Egypt,Office Supplies,Belkin F9S820V06 8 Outlet Surge,64.96,2
Brazil,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6
Chile,Technology,Logitech Wireless Anywhere Mouse MX for PC and Mac,95.984,2
Australia,Office Supplies,Wilson Jones data.warehouse D-Ring Binders with DublLock,4.938,2
New Zealand,Furniture,"Computer Room Manger, 14""",97.44,3
Australia,Office Supplies,Cardinal Holdit Business Card Pockets,3.984,1
Argentina,Office Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,4
South Africa,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,579.528,4
Argentina,Office Supplies,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,5
Egypt,Technology,Samsung Galaxy Mega 6.3,3023.928,9
Egypt,Technology,Rosewill 107 Normal Keys USB Wired Standard Keyboard,26.96,2
Chile,Technology,Bose SoundLink Bluetooth Speaker,477.6,3
Argentina,Office Supplies,Space Solutions Commercial Steel Shelving,193.95,3
South Africa,Office Supplies,Xerox 218,12.96,2
Brazil,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94,3
Chile,Furniture,Eldon Image Series Black Desk Accessories,12.42,3
Egypt,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7
Egypt,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",71.97,3
Brazil,Office Supplies,Avery 499,14.94,3
Chile,Office Supplies,Newell 309,64.68,7
Nigeria,Technology,Samsung Replacement EH64AVFWE Premium Headset,22.0,5
Argentina,Office Supplies,Xerox 1952,7.968,2
Australia,Technology,LG G2,1499.97,5
New Zealand,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,26.632,1
New Zealand,Furniture,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.6,4
Australia,Office Supplies,Laser & Ink Jet Business Envelopes,64.02,6
South Africa,Office Supplies,American Pencil,6.99,3
Egypt,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",6.84,1
South Africa,Office Supplies,Fellowes Super Stor/Drawer Files,323.1,2
South Africa,Technology,Geemarc AmpliPOWER60,668.16,9
Brazil,Office Supplies,Avery 49,8.64,3
Argentina,Office Supplies,Xerox 1996,38.88,6
South Africa,Furniture,"Eldon Executive Woodline II Desk Accessories, Mahogany",201.04,8
Chile,Office Supplies,Xerox 1975,12.96,2
Brazil,Technology,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,16.59,1
Argentina,Office Supplies,"Dixon My First Ticonderoga Pencil, #2",35.1,6
Argentina,Office Supplies,GBC Instant Report Kit,11.646,9
Argentina,Office Supplies,Xerox 230,32.4,5
Chile,Technology,BlackBerry Q10,503.96,4
Chile,Office Supplies,Newell 326,7.04,4
Australia,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",613.9992,3
South Africa,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",470.36,11
Argentina,Office Supplies,Array Memo Cubes,31.08,6
South Africa,Office Supplies,Acme Value Line Scissors,7.3,2
Australia,Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,73.536,4
New Zealand,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55,5
Chile,Furniture,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30.336,4
Egypt,Office Supplies,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3
Australia,Office Supplies,Hoover Commercial SteamVac,54.32,4
Nigeria,Technology,Panasonic KX TS3282B Corded phone,196.776,3
South Africa,Office Supplies,Assorted Color Push Pins,3.62,2
Chile,Office Supplies,Avery Personal Creations Heavyweight Cards,11.54,1
Argentina,Office Supplies,Fellowes PB200 Plastic Comb Binding Machine,849.95,5
Australia,Office Supplies,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",11.01,3
Brazil,Office Supplies,JM Magazine Binder,39.624,3
Argentina,Furniture,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.136,3
South Africa,Office Supplies,Newell Chalk Holder,12.39,3
Argentina,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",19.96,2
New Zealand,Office Supplies,SAFCO Boltless Steel Shelving,340.92,3
Brazil,Furniture,Tenex Antistatic Computer Chair Mats,273.568,2
Argentina,Office Supplies,Wilson Jones Legal Size Ring Binders,13.194,2
Egypt,Office Supplies,Tennsco Double-Tier Lockers,1080.096,6
Argentina,Technology,Sony 16GB Class 10 Micro SDHC R40 Memory Card,51.56,5
South Africa,Technology,Memorex Micro Travel Drive 32 GB,58.416,2
Nigeria,Office Supplies,GBC VeloBinder Manual Binding System,57.584,2
Nigeria,Office Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,37.312,4
Egypt,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,5
Australia,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,5
Chile,Office Supplies,"SAFCO Commercial Wire Shelving, Black",221.024,2
South Africa,Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2
Nigeria,Furniture,Hon Every-Day Chair Series Swivel Task Chairs,326.646,3
